prot_id	transcript_id	gene_id	gene_name	description	source	selected
ENSP00000364037	ENST00000374902	ENSG00000136891	TEX10	testis expressed 10	HGNC Symbol;Acc:25988	1
ENSP00000418379	ENST00000242310	ENSG00000122728	TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like	HGNC Symbol;Acc:18056	1
ENSP00000339495	ENST00000343053	ENSG00000188986	COBRA1	cofactor of BRCA1	HGNC Symbol;Acc:24324	1
ENSP00000167106	ENST00000167106	ENSG00000071246	VASH1	vasohibin 1	HGNC Symbol;Acc:19964	1
ENSP00000334993	ENST00000334497	ENSG00000183479	TREX2	three prime repair exonuclease 2	HGNC Symbol;Acc:12270	1
ENSP00000390478	ENST00000422277	ENSG00000213689	TREX1	three prime repair exonuclease 1	HGNC Symbol;Acc:12269	1
ENSP00000332721	ENST00000327374	ENSG00000183597	C22orf25	chromosome 22 open reading frame 25	HGNC Symbol;Acc:25439	1
ENSP00000412215	ENST00000434826	ENSG00000164123	C4orf45	chromosome 4 open reading frame 45	HGNC Symbol;Acc:26342	1
ENSP00000312995	ENST00000318121	ENSG00000092853	CLSPN	claspin	HGNC Symbol;Acc:19715	1
ENSP00000328336	ENST00000330106	ENSG00000184524	CEND1	cell cycle exit and neuronal differentiation 1	HGNC Symbol;Acc:24153	1
ENSP00000389934	ENST00000413566	ENSG00000070367	EXOC5	exocyst complex component 5	HGNC Symbol;Acc:10696	1
ENSP00000353246	ENST00000360128	ENSG00000198042	MAK16	MAK16 homolog (S. cerevisiae)	HGNC Symbol;Acc:13703	1
ENSP00000253458	ENST00000253458	ENSG00000131149	KIAA0182	KIAA0182	HGNC Symbol;Acc:28979	1
ENSP00000307674	ENST00000302345	ENSG00000171302	CANT1	calcium activated nucleotidase 1	HGNC Symbol;Acc:19721	1
ENSP00000261723	ENST00000261723	ENSG00000214575	CPEB1	cytoplasmic polyadenylation element binding protein 1	HGNC Symbol;Acc:21744	1
ENSP00000359664	ENST00000370630	ENSG00000117151	CTBS	chitobiase, di-N-acetyl-	HGNC Symbol;Acc:2496	1
ENSP00000308622	ENST00000309971	ENSG00000119392	GLE1	GLE1 RNA export mediator homolog (yeast)	HGNC Symbol;Acc:4315	1
ENSP00000337240	ENST00000336509	ENSG00000092931	MFSD11	major facilitator superfamily domain containing 11	HGNC Symbol;Acc:25458	1
ENSP00000239374	ENST00000239374	ENSG00000120262	CCDC170	coiled-coil domain containing 170	HGNC Symbol;Acc:21177	1
ENSP00000367878	ENST00000378615	ENSG00000149179	C11orf49	chromosome 11 open reading frame 49	HGNC Symbol;Acc:28720	1
ENSP00000394008	ENST00000412799	ENSG00000238244	GABARAPL3	GABA(A) receptors associated protein like 3, pseudogene	HGNC Symbol;Acc:4069	1
ENSP00000308717	ENST00000310614	ENSG00000175581	MRPL48	mitochondrial ribosomal protein L48	HGNC Symbol;Acc:16653	1
ENSP00000389948	ENST00000435506	ENSG00000141698	NT5C3L	5'-nucleotidase, cytosolic III-like	HGNC Symbol;Acc:28300	1
ENSP00000463094	ENST00000580640	ENSG00000154864	PIEZO2	piezo-type mechanosensitive ion channel component 2	HGNC Symbol;Acc:26270	1
ENSP00000210313	ENST00000210313	ENSG00000095261	PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	HGNC Symbol;Acc:9563	1
ENSP00000330774	ENST00000331615	ENSG00000184988	TMEM106A	transmembrane protein 106A	HGNC Symbol;Acc:28288	1
ENSP00000379902	ENST00000396668	ENSG00000106460	TMEM106B	transmembrane protein 106B	HGNC Symbol;Acc:22407	1
ENSP00000280245	ENST00000280245	ENSG00000150676	CCDC83	coiled-coil domain containing 83	HGNC Symbol;Acc:28535	1
ENSP00000221975	ENST00000221975	ENSG00000105372	RPS19	ribosomal protein S19	HGNC Symbol;Acc:10402	1
ENSP00000360031	ENST00000370992	ENSG00000052749	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)	HGNC Symbol;Acc:29100	1
ENSP00000370966	ENST00000381554	ENSG00000205758	CRYZL1	crystallin, zeta (quinone reductase)-like 1	HGNC Symbol;Acc:2420	1
ENSP00000261918	ENST00000261918	ENSG00000138623	SEMA7A	semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group)	HGNC Symbol;Acc:10741	1
ENSP00000385905	ENST00000407479	ENSG00000213918	DNASE1	deoxyribonuclease I	HGNC Symbol;Acc:2956	1
ENSP00000304192	ENST00000304743	ENSG00000100731	PCNX	pecanex homolog (Drosophila)	HGNC Symbol;Acc:19740	1
ENSP00000347931	ENST00000355703	ENSG00000197136	PCNXL3	pecanex-like 3 (Drosophila)	HGNC Symbol;Acc:18760	1
ENSP00000312318	ENST00000309328	ENSG00000173465	SSSCA1	Sjogren syndrome/scleroderma autoantigen 1	HGNC Symbol;Acc:11328	1
ENSP00000078527	ENST00000078527	ENSG00000060642	PIGV	phosphatidylinositol glycan anchor biosynthesis, class V	HGNC Symbol;Acc:26031	1
ENSP00000246041	ENST00000246041	ENSG00000125843	AP5S1	adaptor-related protein complex 5, sigma 1 subunit	HGNC Symbol;Acc:15875	1
ENSP00000320359	ENST00000315322	ENSG00000128581	RABL5	RAB, member RAS oncogene family-like 5	HGNC Symbol;Acc:21895	1
ENSP00000450444	ENST00000553558	ENSG00000187105	HEATR4	HEAT repeat containing 4	HGNC Symbol;Acc:16761	1
ENSP00000269848	ENST00000349048	ENSG00000141959	PFKL	phosphofructokinase, liver	HGNC Symbol;Acc:8876	1
ENSP00000179259	ENST00000179259	ENSG00000078237	C12orf5	chromosome 12 open reading frame 5	HGNC Symbol;Acc:1185	1
ENSP00000354633	ENST00000361288	ENSG00000064995	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	HGNC Symbol;Acc:11544	1
ENSP00000399274	ENST00000423383	ENSG00000102384	CENPI	centromere protein I	HGNC Symbol;Acc:3968	1
ENSP00000403768	ENST00000417368	ENSG00000008311	AASS	aminoadipate-semialdehyde synthase	HGNC Symbol;Acc:17366	1
ENSP00000263062	ENST00000263062	ENSG00000120616	EPC1	enhancer of polycomb homolog 1 (Drosophila)	HGNC Symbol;Acc:19876	1
ENSP00000301585	ENST00000301585	ENSG00000167862	ICT1	immature colon carcinoma transcript 1	HGNC Symbol;Acc:5359	1
ENSP00000372394	ENST00000382936	ENSG00000168936	TMEM129	transmembrane protein 129	HGNC Symbol;Acc:25137	1
ENSP00000377252	ENST00000393632	ENSG00000061987	MON2	MON2 homolog (S. cerevisiae)	HGNC Symbol;Acc:29177	1
ENSP00000376374	ENST00000392595	ENSG00000151500	THYN1	thymocyte nuclear protein 1	HGNC Symbol;Acc:29560	1
ENSP00000313318	ENST00000314134	ENSG00000181830	SLC35C1	solute carrier family 35, member C1	HGNC Symbol;Acc:20197	1
ENSP00000310829	ENST00000310715	ENSG00000156042	TTC18	tetratricopeptide repeat domain 18	HGNC Symbol;Acc:30726	1
ENSP00000005558	ENST00000005558	ENSG00000006652	IFRD1	interferon-related developmental regulator 1	HGNC Symbol;Acc:5456	1
ENSP00000336936	ENST00000336089	ENSG00000214706	IFRD2	interferon-related developmental regulator 2	HGNC Symbol;Acc:5457	1
ENSP00000229270	ENST00000229270	ENSG00000111669	TPI1	triosephosphate isomerase 1	HGNC Symbol;Acc:12009	1
ENSP00000319918	ENST00000320640	ENSG00000129636	ITFG1	integrin alpha FG-GAP repeat containing 1	HGNC Symbol;Acc:30697	1
ENSP00000288912	ENST00000288912	ENSG00000158023	WDR66	WD repeat domain 66	HGNC Symbol;Acc:28506	1
ENSP00000329492	ENST00000333234	ENSG00000141428	C18orf21	chromosome 18 open reading frame 21	HGNC Symbol;Acc:28802	1
ENSP00000417158	ENST00000474471	ENSG00000261933	AC026458.1	UPF0764 protein C16orf89 isoform 1 precursor	RefSeq peptide;Acc:NP_689672	1
ENSP00000283478	ENST00000350219	ENSG00000153446	C16orf89	chromosome 16 open reading frame 89	HGNC Symbol;Acc:28687	1
ENSP00000420566	ENST00000472572	ENSG00000263250	AC026458.2	UPF0764 protein C16orf89	UniProtKB/Swiss-Prot;Acc:Q6UX73	1
ENSP00000279227	ENST00000279227	ENSG00000149781	FERMT3	fermitin family member 3	HGNC Symbol;Acc:23151	1
ENSP00000307126	ENST00000305631	ENSG00000168350	DEGS2	delta(4)-desaturase, sphingolipid 2	HGNC Symbol;Acc:20113	1
ENSP00000216194	ENST00000216194	ENSG00000239900	ADSL	adenylosuccinate lyase	HGNC Symbol;Acc:291	1
ENSP00000385825	ENST00000406955	ENSG00000128242	GAL3ST1	galactose-3-O-sulfotransferase 1	HGNC Symbol;Acc:24240	1
ENSP00000331019	ENST00000330964	ENSG00000185088	RPS27L	ribosomal protein S27-like	HGNC Symbol;Acc:18476	1
ENSP00000295213	ENST00000295213	ENSG00000163071	SPATA18	spermatogenesis associated 18	HGNC Symbol;Acc:29579	1
ENSP00000261556	ENST00000261556	ENSG00000070269	C14orf101	chromosome 14 open reading frame 101	HGNC Symbol;Acc:20185	1
ENSP00000416515	ENST00000442102	ENSG00000161513	FDXR	ferredoxin reductase	HGNC Symbol;Acc:3642	1
ENSP00000265381	ENST00000265381	ENSG00000107282	APBA1	amyloid beta (A4) precursor protein-binding, family A, member 1	HGNC Symbol;Acc:578	1
ENSP00000315136	ENST00000316757	ENSG00000011132	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3	HGNC Symbol;Acc:580	1
ENSP00000348394	ENST00000356090	ENSG00000020129	NCDN	neurochondrin	HGNC Symbol;Acc:17597	1
ENSP00000369895	ENST00000380523	ENSG00000046647	GEMIN8	gem (nuclear organelle) associated protein 8	HGNC Symbol;Acc:26044	1
ENSP00000380471	ENST00000397304	ENSG00000130595	TNNT3	troponin T type 3 (skeletal, fast)	HGNC Symbol;Acc:11950	1
ENSP00000291901	ENST00000291901	ENSG00000105048	TNNT1	troponin T type 1 (skeletal, slow)	HGNC Symbol;Acc:11948	1
ENSP00000359691	ENST00000370657	ENSG00000146166	LGSN	lengsin, lens protein with glutamine synthetase domain	HGNC Symbol;Acc:21016	1
ENSP00000312554	ENST00000311202	ENSG00000174844	DNAH12	dynein, axonemal, heavy chain 12	HGNC Symbol;Acc:2943	1
ENSP00000293889	ENST00000293889	ENSG00000162004	CCDC78	coiled-coil domain containing 78	HGNC Symbol;Acc:14153	1
ENSP00000385357	ENST00000405659	ENSG00000187860	CCDC157	coiled-coil domain containing 157	HGNC Symbol;Acc:33854	1
ENSP00000347206	ENST00000355091	ENSG00000197858	GPAA1	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)	HGNC Symbol;Acc:4446	1
ENSP00000311429	ENST00000307897	ENSG00000174442	ZWILCH	Zwilch, kinetochore associated, homolog (Drosophila)	HGNC Symbol;Acc:25468	1
ENSP00000367208	ENST00000343788	ENSG00000165416	SUGT1	SGT1, suppressor of G2 allele of SKP1 (S. cerevisiae)	HGNC Symbol;Acc:16987	1
ENSP00000320658	ENST00000324868	ENSG00000139131	YARS2	tyrosyl-tRNA synthetase 2, mitochondrial	HGNC Symbol;Acc:24249	1
ENSP00000216085	ENST00000216085	ENSG00000100263	RHBDD3	rhomboid domain containing 3	HGNC Symbol;Acc:1308	1
ENSP00000290429	ENST00000290429	ENSG00000100294	MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)	HGNC Symbol;Acc:29622	1
ENSP00000323065	ENST00000316939	ENSG00000179271	GADD45GIP1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	HGNC Symbol;Acc:29996	1
ENSP00000359629	ENST00000370597	ENSG00000095713	CRTAC1	cartilage acidic protein 1	HGNC Symbol;Acc:14882	1
ENSP00000040663	ENST00000040663	ENSG00000037757	MRI1	methylthioribose-1-phosphate isomerase homolog (S. cerevisiae)	HGNC Symbol;Acc:28469	1
ENSP00000305069	ENST00000306480	ENSG00000170088	TMEM192	transmembrane protein 192	HGNC Symbol;Acc:26775	1
ENSP00000354848	ENST00000361983	ENSG00000198954	KIAA1279	KIAA1279	HGNC Symbol;Acc:23419	1
ENSP00000400995	ENST00000437172	ENSG00000169814	BTD	biotinidase	HGNC Symbol;Acc:1122	1
ENSP00000294485	ENST00000294485	ENSG00000162490	C1orf187	chromosome 1 open reading frame 187	HGNC Symbol;Acc:25054	1
ENSP00000226105	ENST00000226105	ENSG00000108961	RANGRF	RAN guanine nucleotide release factor	HGNC Symbol;Acc:17679	1
ENSP00000262878	ENST00000262878	ENSG00000101347	SAMHD1	SAM domain and HD domain 1	HGNC Symbol;Acc:15925	1
ENSP00000348527	ENST00000356198	ENSG00000120334	CENPL	centromere protein L	HGNC Symbol;Acc:17879	1
ENSP00000365318	ENST00000376148	ENSG00000204498	NFKBIL1	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1	HGNC Symbol;Acc:7800	1
ENSP00000427951	ENST00000517294	ENSG00000203952	CCDC160	coiled-coil domain containing 160	HGNC Symbol;Acc:37286	1
ENSP00000349437	ENST00000356956	ENSG00000197081	IGF2R	insulin-like growth factor 2 receptor	HGNC Symbol;Acc:5467	1
ENSP00000303088	ENST00000306433	ENSG00000168495	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	HGNC Symbol;Acc:1080	1
ENSP00000368801	ENST00000379487	ENSG00000120688	WBP4	WW domain binding protein 4 (formin binding protein 21)	HGNC Symbol;Acc:12739	1
ENSP00000360147	ENST00000371106	ENSG00000122121	XPNPEP2	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound	HGNC Symbol;Acc:12823	1
ENSP00000369292	ENST00000379958	ENSG00000205413	SAMD9	sterile alpha motif domain containing 9	HGNC Symbol;Acc:1348	1
ENSP00000326247	ENST00000318238	ENSG00000177409	SAMD9L	sterile alpha motif domain containing 9-like	HGNC Symbol;Acc:1349	1
ENSP00000341947	ENST00000340417	ENSG00000189308	LIN54	lin-54 homolog (C. elegans)	HGNC Symbol;Acc:25397	1
ENSP00000400646	ENST00000447944	ENSG00000138035	PNPT1	polyribonucleotide nucleotidyltransferase 1	HGNC Symbol;Acc:23166	1
ENSP00000446057	ENST00000542035	ENSG00000166192	SENP8	SUMO/sentrin specific peptidase family member 8	HGNC Symbol;Acc:22992	1
ENSP00000307188	ENST00000304874	ENSG00000126522	ASL	argininosuccinate lyase	HGNC Symbol;Acc:746	1
ENSP00000444565	ENST00000538716	ENSG00000168591	TMUB2	transmembrane and ubiquitin-like domain containing 2	HGNC Symbol;Acc:28459	1
ENSP00000262932	ENST00000262932	ENSG00000166997	CNPY4	canopy 4 homolog (zebrafish)	HGNC Symbol;Acc:28631	1
ENSP00000359539	ENST00000370508	ENSG00000120053	GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	HGNC Symbol;Acc:4432	1
ENSP00000303077	ENST00000307599	ENSG00000169154	GOT1L1	glutamic-oxaloacetic transaminase 1-like 1	HGNC Symbol;Acc:28487	1
ENSP00000245206	ENST00000245206	ENSG00000125166	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	HGNC Symbol;Acc:4433	1
ENSP00000362888	ENST00000373783	ENSG00000181915	ADO	2-aminoethanethiol (cysteamine) dioxygenase	HGNC Symbol;Acc:23506	1
ENSP00000275767	ENST00000275767	ENSG00000146859	TMEM140	transmembrane protein 140	HGNC Symbol;Acc:21870	1
ENSP00000294008	ENST00000294008	ENSG00000188827	SLX4	SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae)	HGNC Symbol;Acc:23845	1
ENSP00000170447	ENST00000170447	ENSG00000075975	MKRN2	makorin ring finger protein 2	HGNC Symbol;Acc:7113	1
ENSP00000232854	ENST00000232854	ENSG00000114735	HEMK1	HemK methyltransferase family member 1	HGNC Symbol;Acc:24923	1
ENSP00000386962	ENST00000409235	ENSG00000099338	CATSPERG	catsper channel auxiliary subunit gamma	HGNC Symbol;Acc:25243	1
ENSP00000377566	ENST00000393997	ENSG00000102890	ELMO3	engulfment and cell motility 3	HGNC Symbol;Acc:17289	1
ENSP00000259895	ENST00000259895	ENSG00000213780	GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa	HGNC Symbol;Acc:4658	1
ENSP00000411409	ENST00000431526	ENSG00000167962	ZNF598	zinc finger protein 598	HGNC Symbol;Acc:28079	1
ENSP00000333591	ENST00000331858	ENSG00000182747	SLC35D3	solute carrier family 35, member D3	HGNC Symbol;Acc:15621	1
ENSP00000387124	ENST00000409561	ENSG00000187833	C2orf78	chromosome 2 open reading frame 78	HGNC Symbol;Acc:34349	1
ENSP00000372199	ENST00000382751	ENSG00000142207	URB1	URB1 ribosome biogenesis 1 homolog (S. cerevisiae)	HGNC Symbol;Acc:17344	1
ENSP00000355241	ENST00000361664	ENSG00000198723	C19orf45	chromosome 19 open reading frame 45	HGNC Symbol;Acc:24745	1
ENSP00000362054	ENST00000372963	ENSG00000214732	RP1-139D8.6			1
ENSP00000345974	ENST00000340116	ENSG00000132199	ENOSF1	enolase superfamily member 1	HGNC Symbol;Acc:30365	1
ENSP00000362036	ENST00000372945	ENSG00000182180	MRPS16	mitochondrial ribosomal protein S16	HGNC Symbol;Acc:14048	1
ENSP00000386915	ENST00000409014	ENSG00000081177	EXD2	exonuclease 3'-5' domain containing 2	HGNC Symbol;Acc:20217	1
ENSP00000286621	ENST00000286621	ENSG00000156110	ADK	adenosine kinase	HGNC Symbol;Acc:257	1
ENSP00000324882	ENST00000324698	ENSG00000164675	IQUB	IQ motif and ubiquitin domain containing	HGNC Symbol;Acc:21995	1
ENSP00000256474	ENST00000256474	ENSG00000134086	VHL	von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase	HGNC Symbol;Acc:12687	1
ENSP00000389175	ENST00000436784	ENSG00000168237	GLYCTK	glycerate kinase	HGNC Symbol;Acc:24247	1
ENSP00000307275	ENST00000302631	ENSG00000116521	SCAMP3	secretory carrier membrane protein 3	HGNC Symbol;Acc:10565	1
ENSP00000316007	ENST00000316097	ENSG00000227500	SCAMP4	secretory carrier membrane protein 4	HGNC Symbol;Acc:30385	1
ENSP00000378320	ENST00000394850	ENSG00000068724	TTC7A	tetratricopeptide repeat domain 7A	HGNC Symbol;Acc:19750	1
ENSP00000281623	ENST00000281623	ENSG00000151876	FBXO4	F-box protein 4	HGNC Symbol;Acc:13583	1
ENSP00000370512	ENST00000381120	ENSG00000122033	MTIF3	mitochondrial translational initiation factor 3	HGNC Symbol;Acc:29788	1
ENSP00000368102	ENST00000378825	ENSG00000151468	CCDC3	coiled-coil domain containing 3	HGNC Symbol;Acc:23813	1
ENSP00000342144	ENST00000344408	ENSG00000173040	EVC2	Ellis van Creveld syndrome 2	HGNC Symbol;Acc:19747	1
ENSP00000223528	ENST00000223528	ENSG00000106692	FKTN	fukutin	HGNC Symbol;Acc:3622	1
ENSP00000368389	ENST00000379095	ENSG00000182768	NGRN	neugrin, neurite outgrowth associated	HGNC Symbol;Acc:18077	1
ENSP00000367454	ENST00000378209	ENSG00000169598	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)	HGNC Symbol;Acc:2773	1
ENSP00000260210	ENST00000260210	ENSG00000137656	BUD13	BUD13 homolog (S. cerevisiae)	HGNC Symbol;Acc:28199	1
ENSP00000253099	ENST00000253099	ENSG00000105364	MRPL4	mitochondrial ribosomal protein L4	HGNC Symbol;Acc:14276	1
ENSP00000006526	ENST00000348227	ENSG00000005448	WDR54	WD repeat domain 54	HGNC Symbol;Acc:25770	1
ENSP00000354525	ENST00000361531	ENSG00000143314	MRPL24	mitochondrial ribosomal protein L24	HGNC Symbol;Acc:14037	1
ENSP00000328335	ENST00000330288	ENSG00000184785	CXorf69	chromosome X open reading frame 69	HGNC Symbol;Acc:41913	1
ENSP00000362041	ENST00000372950	ENSG00000213551	DNAJC9	DnaJ (Hsp40) homolog, subfamily C, member 9	HGNC Symbol;Acc:19123	1
ENSP00000288048	ENST00000288048	ENSG00000157330	C1orf158	chromosome 1 open reading frame 158	HGNC Symbol;Acc:28567	1
ENSP00000245812	ENST00000245812	ENSG00000125652	ALKBH7	alkB, alkylation repair homolog 7 (E. coli)	HGNC Symbol;Acc:21306	1
ENSP00000360483	ENST00000371429	ENSG00000058804	TMEM48	transmembrane protein 48	HGNC Symbol;Acc:25525	1
ENSP00000344942	ENST00000344651	ENSG00000175970	UNC119B	unc-119 homolog B (C. elegans)	HGNC Symbol;Acc:16488	1
ENSP00000245539	ENST00000245539	ENSG00000125445	MRPS7	mitochondrial ribosomal protein S7	HGNC Symbol;Acc:14499	1
ENSP00000365220	ENST00000376052	ENSG00000134900	TPP2	tripeptidyl peptidase II	HGNC Symbol;Acc:12016	1
ENSP00000287078	ENST00000287078	ENSG00000156521	TYSND1	trypsin domain containing 1	HGNC Symbol;Acc:28531	1
ENSP00000306968	ENST00000306721	ENSG00000144354	CDCA7	cell division cycle associated 7	HGNC Symbol;Acc:14628	1
ENSP00000383986	ENST00000406877	ENSG00000164649	CDCA7L	cell division cycle associated 7-like	HGNC Symbol;Acc:30777	1
ENSP00000369099	ENST00000379774	ENSG00000170222	C17orf48	chromosome 17 open reading frame 48	HGNC Symbol;Acc:30925	1
ENSP00000215071	ENST00000215071	ENSG00000099341	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	HGNC Symbol;Acc:9566	1
ENSP00000224600	ENST00000224600	ENSG00000107618	RBP3	retinol binding protein 3, interstitial	HGNC Symbol;Acc:9921	1
ENSP00000384369	ENST00000407364	ENSG00000169519	METTL15	methyltransferase like 15	HGNC Symbol;Acc:26606	1
ENSP00000348273	ENST00000355994	ENSG00000197971	MBP	myelin basic protein	HGNC Symbol;Acc:6925	1
ENSP00000347012	ENST00000354932	ENSG00000131050	BPIFA2	BPI fold containing family A, member 2	HGNC Symbol;Acc:16203	1
ENSP00000263368	ENST00000263368	ENSG00000090013	BLVRB	biliverdin reductase B (flavin reductase (NADPH))	HGNC Symbol;Acc:1063	1
ENSP00000325564	ENST00000318438	ENSG00000179751	SYCN	syncollin	HGNC Symbol;Acc:18442	1
ENSP00000337854	ENST00000337014	ENSG00000169660	HEXDC	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing	HGNC Symbol;Acc:26307	1
ENSP00000240651	ENST00000240651	ENSG00000121350	PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	HGNC Symbol;Acc:26162	1
ENSP00000404464	ENST00000439986	ENSG00000183287	CCBE1	collagen and calcium binding EGF domains 1	HGNC Symbol;Acc:29426	1
ENSP00000335201	ENST00000333924	ENSG00000186666	BCDIN3D	BCDIN3 domain containing	HGNC Symbol;Acc:27050	1
ENSP00000421169	ENST00000502486	ENSG00000188848	BEND4	BEN domain containing 4	HGNC Symbol;Acc:23815	1
ENSP00000313419	ENST00000324662	ENSG00000177455	CD19	CD19 molecule	HGNC Symbol;Acc:1633	1
ENSP00000300557	ENST00000300557	ENSG00000167183	PRR15L	proline rich 15-like	HGNC Symbol;Acc:28149	1
ENSP00000253303	ENST00000352078	ENSG00000130988	RGN	regucalcin (senescence marker protein-30)	HGNC Symbol;Acc:9989	1
ENSP00000223324	ENST00000223324	ENSG00000106591	MRPL32	mitochondrial ribosomal protein L32	HGNC Symbol;Acc:14035	1
ENSP00000405708	ENST00000442201	ENSG00000145075	CCDC39	coiled-coil domain containing 39	HGNC Symbol;Acc:25244	1
ENSP00000339881	ENST00000340080	ENSG00000164654	MIOS	missing oocyte, meiosis regulator, homolog (Drosophila)	HGNC Symbol;Acc:21905	1
ENSP00000458954	ENST00000573584	ENSG00000108559	NUP88	nucleoporin 88kDa	HGNC Symbol;Acc:8067	1
ENSP00000300714	ENST00000300714	ENSG00000167302	C17orf56	chromosome 17 open reading frame 56	HGNC Symbol;Acc:26458	1
ENSP00000269305	ENST00000269305	ENSG00000141510	TP53	tumor protein p53	HGNC Symbol;Acc:11998	1
ENSP00000371805	ENST00000382368	ENSG00000155034	FBXL18	F-box and leucine-rich repeat protein 18	HGNC Symbol;Acc:21874	1
ENSP00000265537	ENST00000265537	ENSG00000011376	LARS2	leucyl-tRNA synthetase 2, mitochondrial	HGNC Symbol;Acc:17095	1
